,antecedents,consequents,conviction
626,Economy Rollaway Files,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",1.4816625916870414
640,Economy Rollaway Files,Strathmore Photo Mount Cards,1.4816625916870414
709,Economy Rollaway Files,Wilson Jones Easy Flow II Sheet Lifters,1.4779951100244497
624,Maxell 4.7GB DVD-R,"Avery Durable Plastic 1"" Binders",1.4816625916870414
566,Cisco SPA301,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,1.9657701711491442
816,Cisco SPA301,Avery Non-Stick Binders,1.9462102689486553
540,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Hon Racetrack Conference Tables,1.646291768541157
769,Avery Self-Adhesive Photo Pockets for Polaroid Photos,SAFCO Arco Folding Chair,1.6340668296658514
541,Hon Racetrack Conference Tables,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.646291768541157
542,Storex Dura Pro Binders,Innergie mMini Combo Duo USB Travel Charging Kit,1.176039119804401
543,Storex Dura Pro Binders,iOttie XL Car Mount,1.176039119804401
742,Storex Dura Pro Binders,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1.1731495887975105
857,Storex Dura Pro Binders,Xerox 1899,1.1702600577906201
858,Storex Dura Pro Binders,Mitel MiVoice 5330e IP Phone,1.1702600577906201
940,Storex Dura Pro Binders,Stockwell Push Pins,1.1644809957768394
996,Storex Dura Pro Binders,"Fellowes Personal Hanging Folder Files, Navy",1.1587019337630584
998,Storex Dura Pro Binders,Premium Transparent Presentation Covers by GBC,1.1587019337630584
1044,Storex Dura Pro Binders,Ibico Hi-Tech Manual Binding System,1.1529228717492777
1070,Storex Dura Pro Binders,Avery Non-Stick Binders,1.1500333407423873
1100,Storex Dura Pro Binders,Staple envelope,1.1038008446321406
544,Innergie mMini Combo Duo USB Travel Charging Kit,Storex Dura Pro Binders,inf
545,iOttie XL Car Mount,Storex Dura Pro Binders,inf
549,Avery Arch Ring Binders,Avery 48,1.276283618581907
719,Avery Arch Ring Binders,Xerox 220,1.273140062871114
720,Avery Arch Ring Binders,Hewlett Packard 310 Color Digital Copier,1.273140062871114
874,Avery Arch Ring Binders,Avery 519,1.2668529514495286
876,Avery Arch Ring Binders,"DAX Value U-Channel Document Frames, Easel Back",1.2668529514495286
552,Eldon Shelf Savers Cubes and Bins,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1.3863080684596578
561,Eldon Shelf Savers Cubes and Bins,Poly Designer Cover & Back,1.3863080684596578
683,Eldon Shelf Savers Cubes and Bins,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",1.3828850855745722
845,Eldon Shelf Savers Cubes and Bins,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1.376039119804401
557,Nortel Meridian M3904 Professional Digital phone,Stanley Contemporary Battery Pencil Sharpeners,1.3863080684596578
1087,Nortel Meridian M3904 Professional Digital phone,Staple envelope,1.3075794621026897
558,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Cisco SPA301,1.3863080684596578
559,Safco Industrial Wire Shelving System,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1.3863080684596578
684,Safco Industrial Wire Shelving System,AT&T 841000 Phone,1.3828850855745722
560,"BOSTON Ranger #55 Pencil Sharpener, Black",Xerox 203,1.3863080684596578
796,"BOSTON Ranger #55 Pencil Sharpener, Black",Tennsco 6- and 18-Compartment Lockers,1.3794621026894869
738,GBC Premium Transparent Covers with Diagonal Lined Pattern,"Global Value Mid-Back Manager's Chair, Gray",1.7157701711491444
562,GBC Premium Transparent Covers with Diagonal Lined Pattern,Adtran 1202752G1,1.3863080684596578
563,"GBC Velobind Prepunched Cover Sets, Regency Series","XtraLife ClearVue Slant-D Ring Binder, White, 3""",1.9657701711491442
927,"GBC Velobind Prepunched Cover Sets, Regency Series",Staples,1.9070904645476772
565,Stanley Contemporary Battery Pencil Sharpeners,Nortel Meridian M3904 Professional Digital phone,1.9657701711491442
569,Poly Designer Cover & Back,Eldon Shelf Savers Cubes and Bins,1.9657701711491442
619,"Master Caster Door Stop, Large Neon Orange","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1.4816625916870414
705,"Master Caster Door Stop, Large Neon Orange",Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,1.4779951100244497
571,Adtran 1202752G1,GBC Premium Transparent Covers with Diagonal Lined Pattern,1.9657701711491442
573,Hon GuestStacker Chair,Avery 474,1.9657701711491442
574,Xerox 203,"BOSTON Ranger #55 Pencil Sharpener, Black",1.9657701711491442
575,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Safco Industrial Wire Shelving System,1.9657701711491442
577,Logitech G105 Gaming Keyboard,Xerox 196,1.6422167889160553
1063,Logitech G105 Gaming Keyboard,Staple envelope,1.5566422167889158
579,Fellowes Super Stor/Drawer Files,Maxell 4.7GB DVD-RW 3/Pack,1.6422167889160553
580,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",GBC Plastic Binding Combs,1.6422167889160553
603,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Economy Rollaway Files,1.6422167889160553
751,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",GBC Instant Report Kit,1.6340668296658514
582,DMI Eclipse Executive Suite Bookcases,"Executive Impressions 14"" Contract Wall Clock",1.2408312958435208
851,DMI Eclipse Executive Suite Bookcases,ClearSounds CSC500 Amplified Spirit Phone Corded phone,1.234718826405868
921,DMI Eclipse Executive Suite Bookcases,Avery 485,1.228606356968215
950,DMI Eclipse Executive Suite Bookcases,Sterilite Officeware Hinged File Box,1.2255501222493888
1025,DMI Eclipse Executive Suite Bookcases,Avery Non-Stick Binders,1.2163814180929096
1097,DMI Eclipse Executive Suite Bookcases,Staple envelope,1.1674816625916868
584,Fellowes High-Stak Drawer Files,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,1.6422167889160553
587,Strathmore Photo Mount Cards,Economy Rollaway Files,1.6422167889160553
592,"Global Leather and Oak Executive Chair, Black","Wilson Jones Hanging View Binder, White, 1""",1.6422167889160553
599,Woodgrain Magazine Files by Perma,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",1.6422167889160553
855,Woodgrain Magazine Files by Perma,"Eldon Image Series Desk Accessories, Burgundy",1.6259168704156477
610,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","Global Value Steno Chair, Gray",1.6422167889160553
691,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",AT&T 17929 Lendline Telephone,1.6381418092909532
611,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1.4816625916870414
715,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Xerox 225,1.4779951100244497
735,Longer-Life Soft White Bulbs,"Global Leather Task Chair, Black",1.4779951100244497
740,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Staples,inf
741,Staples,Southworth 25% Cotton Linen-Finish Paper & Envelopes,1.1121817920322163
886,Staples,Xerox 227,1.1094491586365598
887,Staples,"#10 White Business Envelopes,4 1/8 x 9 1/2",1.1094491586365598
888,Staples,"Master Caster Door Stop, Brown",1.1094491586365598
889,Staples,Panasonic KX TS208W Corded phone,1.1094491586365598
926,Staples,"GBC Velobind Prepunched Cover Sets, Regency Series",1.1067165252409032
929,Staples,Colored Envelopes,1.1067165252409032
932,Staples,"BIC Brite Liner Highlighters, Chisel Tip",1.1067165252409032
933,Staples,Space Solutions Commercial Steel Shelving,1.1067165252409032
979,Staples,Hon Multipurpose Stacking Arm Chairs,1.1039838918452467
983,Staples,Cisco Unified IP Phone 7945G VoIP phone,1.1039838918452467
985,Staples,Accohide Poly Flexible Ring Binders,1.1039838918452467
986,Staples,Digium D40 VoIP phone,1.1039838918452467
989,Staples,Home/Office Personal File Carts,1.1039838918452467
990,Staples,"Trav-L-File Heavy-Duty Shuttle II, Black",1.1039838918452467
991,Staples,"SAFCO Commercial Wire Shelving, Black",1.1039838918452467
992,Staples,Global Ergonomic Managers Chair,1.1039838918452467
1026,Staples,Wilson Jones Easy Flow II Sheet Lifters,1.1012512584495902
1027,Staples,Pressboard Data Binders by Wilson Jones,1.1012512584495902
1028,Staples,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,1.1012512584495902
1046,Staples,Staple-based wall hangings,1.0985186250539336
1047,Staples,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",1.0985186250539336
1093,Staples,Staple remover,1.0821228246799943
1102,Staples,Easy-staple paper,1.060261757514742
954,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Staple envelope,2.8019559902200486
868,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Staple envelope,inf
869,"Hon Metal Bookcases, Putty",Staple envelope,inf
882,Acco D-Ring Binder w/DublLock,Newell 35,1.3726161369193157
890,"#10 White Business Envelopes,4 1/8 x 9 1/2",Staples,2.8606356968215154
891,Panasonic KX TS208W Corded phone,Staples,2.8606356968215154
892,"Master Caster Door Stop, Brown",Staples,2.8606356968215154
893,Xerox 227,Staples,2.8606356968215154
898,"Logitech B530 USB Headset - headset - Full size, Binaural",Ibico Hi-Tech Manual Binding System,1.463325183374083
907,Panasonic Kx-TS550,Easy-staple paper,2.845965770171149
908,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Easy-staple paper,2.845965770171149
909,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Easy-staple paper,2.845965770171149
924,Square Credit Card Reader,Staple envelope,3.7359413202933984
928,Colored Envelopes,Staples,1.9070904645476772
946,Poly String Tie Envelopes,Staples in misc. colors,1.452322738386308
956,Avery Binder Labels,Staple envelope,2.8019559902200486
866,Staple envelope,"Hon Metal Bookcases, Putty",1.1167481662591687
922,Staple envelope,Square Credit Card Reader,1.113997555012225
1008,Staple envelope,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1.1084963325183375
870,Staple envelope,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1.074718826405868
877,Staple envelope,Xerox 1974,1.074718826405868
958,Staple envelope,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1.072078239608802
959,Staple envelope,Avery Binder Labels,1.072078239608802
960,Staple envelope,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1.072078239608802
961,Staple envelope,Xerox 1912,1.072078239608802
1016,Staple envelope,Hanging Personal Folder File,1.069437652811736
1017,Staple envelope,Bush Somerset Collection Bookcase,1.069437652811736
1018,Staple envelope,12-1/2 Diameter Round Wall Clock,1.069437652811736
1019,Staple envelope,Xerox 1971,1.069437652811736
1020,Staple envelope,Sharp AL-1530CS Digital Copier,1.069437652811736
1021,Staple envelope,Bevis 44 x 96 Conference Tables,1.069437652811736
1022,Staple envelope,Avery 483,1.069437652811736
1023,Staple envelope,Microsoft Natural Keyboard Elite,1.069437652811736
1050,Staple envelope,3M Organizer Strips,1.06679706601467
1052,Staple envelope,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",1.06679706601467
1054,Staple envelope,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1.06679706601467
1056,Staple envelope,Enermax Aurora Lite Keyboard,1.06679706601467
1057,Staple envelope,Logitech Trackman Marble Mouse,1.06679706601467
1059,Staple envelope,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1.06679706601467
1061,Staple envelope,Eldon Fold 'N Roll Cart System,1.06679706601467
1064,Staple envelope,Logitech G105 Gaming Keyboard,1.06679706601467
1066,Staple envelope,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1.06679706601467
1078,Staple envelope,Logitech Wireless Marathon Mouse M705,1.064156479217604
1079,Staple envelope,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1.064156479217604
1080,Staple envelope,"Global Value Steno Chair, Gray",1.064156479217604
1081,Staple envelope,"Computer Room Manger, 14""",1.064156479217604
1086,Staple envelope,Nortel Meridian M3904 Professional Digital phone,1.061515892420538
1090,Staple envelope,KI Adjustable-Height Table,1.0562347188264058
1091,Staple envelope,Eldon Wave Desk Accessories,1.0562347188264058
1095,Staple envelope,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1.0535941320293398
1096,Staple envelope,DMI Eclipse Executive Suite Bookcases,1.0535941320293398
1099,Staple envelope,Logitech P710e Mobile Speakerphone,1.0483129584352078
1101,Staple envelope,Storex Dura Pro Binders,1.0456723716381418
957,Xerox 1912,Staple envelope,2.8019559902200486
963,Xerox 1978,Easy-staple paper,1.8973105134474328
964,Canon PC-428 Personal Copier,Easy-staple paper,1.8973105134474328
984,Accohide Poly Flexible Ring Binders,Staples,1.5892420537897307
993,Global Ergonomic Managers Chair,Staples,1.5892420537897307
1011,Sharp AL-1530CS Digital Copier,Staple envelope,1.8679706601466992
1012,Hanging Personal Folder File,Staple envelope,1.8679706601466992
1015,12-1/2 Diameter Round Wall Clock,Staple envelope,1.8679706601466992
1039,Jabra SPEAK 410,Easy-staple paper,1.4229828850855746
1041,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Easy-staple paper,1.4229828850855746
1053,3M Organizer Strips,Staple envelope,1.5566422167889158
1055,Enermax Aurora Lite Keyboard,Staple envelope,1.5566422167889158
1058,Logitech Trackman Marble Mouse,Staple envelope,1.5566422167889158
1065,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Staple envelope,1.5566422167889158
867,Xerox 1974,Staple envelope,inf
865,DAX Black Cherry Wood-Tone Poster Frame,Staples in misc. colors,1.9364303178484108
743,Acco Perma 2700 Stacking Storage Drawers,Staple remover,2.904645476772616
793,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Fellowes Superior 10 Outlet Split Surge Protector,1.3794621026894869
841,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","GBC Standard Recycled Report Covers, Clear Plastic Sheets",1.376039119804401
744,Staples in misc. colors,Iris Project Case,1.1731495887975105
749,Staples in misc. colors,Hoover Commercial SteamVac,1.1731495887975105
859,Staples in misc. colors,Xerox 1880,1.1702600577906201
860,Staples in misc. colors,DAX Black Cherry Wood-Tone Poster Frame,1.1702600577906201
939,Staples in misc. colors,GBC Wire Binding Combs,1.1644809957768394
943,Staples in misc. colors,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1.1644809957768394
947,Staples in misc. colors,Poly String Tie Envelopes,1.1644809957768394
975,Staples in misc. colors,Carina Double Wide Media Storage Towers in Natural & Black,1.1615914647699488
997,Staples in misc. colors,Premium Transparent Presentation Covers by GBC,1.1587019337630584
1069,Staples in misc. colors,Avery Non-Stick Binders,1.1500333407423873
745,Iris Project Case,Staples in misc. colors,2.904645476772616
746,Staple remover,Acco Perma 2700 Stacking Storage Drawers,1.1731495887975105
856,Staple remover,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",1.1702600577906201
912,Staple remover,Office Star - Ergonomically Designed Knee Chair,1.1673705267837298
944,Staple remover,Logitech Desktop MK120 Mouse and keyboard Combo,1.1644809957768394
948,Staple remover,Stockwell Push Pins,1.1644809957768394
977,Staple remover,GBC DocuBind TL300 Electric Binding System,1.1615914647699488
1068,Staple remover,Avery Non-Stick Binders,1.1500333407423873
1092,Staple remover,Staples,1.1269170926872638
747,Hoover Commercial SteamVac,Staples in misc. colors,2.904645476772616
750,Fellowes Bankers Box Stor/Drawer Steel Plus,"Wilson Jones 1"" Hanging DublLock Ring Binders",1.317033414832926
777,Fellowes Bankers Box Stor/Drawer Steel Plus,Belkin Premiere Surge Master II 8-outlet surge protector,1.317033414832926
752,WD My Passport Ultra 2TB Portable External Hard Drive,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1.6340668296658514
754,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Avery File Folder Labels,1.6340668296658514
850,ClearSounds CSC500 Amplified Spirit Phone Corded phone,DMI Eclipse Executive Suite Bookcases,1.6259168704156477
755,Avery File Folder Labels,ClearSounds CSC500 Amplified Spirit Phone Corded phone,1.317033414832926
925,Avery File Folder Labels,Eldon Wave Desk Accessories,1.3039934800325998
771,Chromcraft Round Conference Tables,Office Star - Contemporary Task Swivel Chair,1.317033414832926
830,Chromcraft Round Conference Tables,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.3137734311328444
1084,Chromcraft Round Conference Tables,Easy-staple paper,1.264873675631622
776,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Ibico Hi-Tech Manual Binding System,1.9511002444987775
779,O'Sullivan 2-Shelf Heavy-Duty Bookcases,SAFCO Arco Folding Chair,1.6340668296658514
781,"Fellowes Personal Hanging Folder Files, Navy",AT&T 841000 Phone,1.317033414832926
953,"Fellowes Personal Hanging Folder Files, Navy",Ibico Hi-Tech Manual Binding System,1.3007334963325183
1001,"Fellowes Personal Hanging Folder Files, Navy",Storex Dura Pro Binders,1.2909535452322738
786,Logitech Wireless Performance Mouse MX for PC and Mac,Premium Transparent Presentation Covers by GBC,1.6340668296658514
881,Logitech Wireless Performance Mouse MX for PC and Mac,Avery Non-Stick Binders,1.6218418907905459
789,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Airmail Envelopes,1.2377750611246943
852,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,O'Sullivan Living Dimensions 5-Shelf Bookcases,1.234718826405868
896,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"Computer Room Manger, 14""",1.2316625916870416
1094,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Staple envelope,1.1674816625916868
794,SpineVue Locking Slant-D Ring Binders by Cardinal,Akro Stacking Bins,1.3794621026894869
864,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Staple remover,1.9364303178484108
800,Easy-staple paper,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",1.0998584480761806
903,Easy-staple paper,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1.0971560931669027
904,Easy-staple paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",1.0971560931669027
906,Easy-staple paper,Panasonic Kx-TS550,1.0971560931669027
962,Easy-staple paper,Safco Industrial Shelving,1.0944537382576245
965,Easy-staple paper,Canon PC-428 Personal Copier,1.0944537382576245
966,Easy-staple paper,Xerox 1978,1.0944537382576245
1002,Easy-staple paper,"Linden 10"" Round Wall Clock, Black",1.0917513833483463
1005,Easy-staple paper,Peel & Stick Add-On Corner Pockets,1.0917513833483463
1032,Easy-staple paper,Case Logic 2.4GHz Wireless Keyboard,1.0890490284390684
1033,Easy-staple paper,Pressboard Data Binders by Wilson Jones,1.0890490284390684
1034,Easy-staple paper,Sony 64GB Class 10 Micro SDHC R40 Memory Card,1.0890490284390684
1035,Easy-staple paper,Wilson Jones Easy Flow II Sheet Lifters,1.0890490284390684
1036,Easy-staple paper,Jabra SPEAK 410,1.0890490284390684
1037,Easy-staple paper,Logitech Wireless Marathon Mouse M705,1.0890490284390684
1082,Easy-staple paper,Chromcraft Round Conference Tables,1.0836443186205122
1085,Easy-staple paper,SAFCO Arco Folding Chair,1.0836443186205122
1103,Easy-staple paper,Staples,1.0539184146184533
802,Pyle PMP37LED,Newell 312,1.474327628361858
803,Tennsco 6- and 18-Compartment Lockers,"BOSTON Ranger #55 Pencil Sharpener, Black",1.474327628361858
871,Tennsco 6- and 18-Compartment Lockers,KI Adjustable-Height Table,1.4669926650366747
806,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Easy-staple paper,inf
808,Akro Stacking Bins,SpineVue Locking Slant-D Ring Binders by Cardinal,1.474327628361858
819,Avery 483,Avery Non-Stick Binders,1.9462102689486553
1014,Avery 483,Staple envelope,1.8679706601466992
826,"Belkin 19"" Vented Equipment Shelf, Black",Eldon Wave Desk Accessories,1.6299918500407495
831,Avery Premier Heavy-Duty Binder with Round Locking Rings,Logitech P710e Mobile Speakerphone,1.941320293398533
836,Logitech P710e Mobile Speakerphone,Avery Premier Heavy-Duty Binder with Round Locking Rings,1.1882640586797064
900,Logitech P710e Mobile Speakerphone,Harbour Creations 67200 Series Stacking Chairs,1.1853300733496333
1098,Logitech P710e Mobile Speakerphone,Staple envelope,1.1207823960880194
847,"Eldon Image Series Desk Accessories, Burgundy","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",1.234718826405868
854,"Eldon Image Series Desk Accessories, Burgundy",Woodgrain Magazine Files by Perma,1.234718826405868
849,O'Sullivan Living Dimensions 5-Shelf Bookcases,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1.6259168704156477
861,Xerox 1899,Storex Dura Pro Binders,1.9364303178484108
862,Xerox 1880,Staples in misc. colors,1.9364303178484108
863,Mitel MiVoice 5330e IP Phone,Storex Dura Pro Binders,1.9364303178484108
539,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",GBC DocuBind P50 Personal Binding Machine,1.646291768541157
600,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",1.6422167889160553
609,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","Master Caster Door Stop, Large Neon Orange",1.6422167889160553
537,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Nortel Networks T7316 E Nt8 B27,1.646291768541157
535,Nortel Networks T7316 E Nt8 B27,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",1.646291768541157
388,"Executive Impressions 14"" Contract Wall Clock",GBC DocuBind TL300 Electric Binding System,2.948655256723716
401,"Executive Impressions 14"" Contract Wall Clock",Carina Double Wide Media Storage Towers in Natural & Black,2.948655256723716
617,"Executive Impressions 14"" Contract Wall Clock",DMI Eclipse Executive Suite Bookcases,2.926650366748166
364,GBC DocuBind TL300 Electric Binding System,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1.3897310513447434
365,GBC DocuBind TL300 Electric Binding System,Newell 309,1.3897310513447434
370,GBC DocuBind TL300 Electric Binding System,"Executive Impressions 14"" Contract Wall Clock",1.3897310513447434
797,GBC DocuBind TL300 Electric Binding System,Acco Suede Grain Vinyl Round Ring Binder,1.3794621026894869
843,GBC DocuBind TL300 Electric Binding System,Carina Double Wide Media Storage Towers in Natural & Black,1.376039119804401
976,GBC DocuBind TL300 Electric Binding System,Staple remover,1.3555012224938878
369,Kingston Digital DataTraveler 16GB USB 2.0,Cisco SPA525G2 IP Phone - Wireless,1.3897310513447434
682,Kingston Digital DataTraveler 16GB USB 2.0,GBC DocuBind P50 Personal Binding Machine,1.3828850855745722
372,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Globe Weis Peel & Seel First Class Envelopes,1.3897310513447434
840,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Eldon Shelf Savers Cubes and Bins,1.376039119804401
373,DMI Arturo Collection Mission-style Design Wood Chair,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",1.3897310513447434
375,Logitech G19 Programmable Gaming Keyboard,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1.3897310513447434
376,Logitech G19 Programmable Gaming Keyboard,Xerox 1964,1.3897310513447434
669,Logitech G19 Programmable Gaming Keyboard,Wilson Jones Active Use Binders,1.3828850855745722
377,Clear Mylar Reinforcing Strips,"Global Geo Office Task Chair, Gray",1.3897310513447434
555,Clear Mylar Reinforcing Strips,Xerox 1988,1.3863080684596578
675,Clear Mylar Reinforcing Strips,"Wilson Jones 1"" Hanging DublLock Ring Binders",1.3828850855745722
379,Euro-Pro Shark Turbo Vacuum,Avery 485,2.948655256723716
380,Xerox 1964,Logitech G19 Programmable Gaming Keyboard,2.948655256723716
381,O'Sullivan 4-Shelf Bookcase in Odessa Pine,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2.948655256723716
382,iOttie HLCRIO102 Car Mount,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",2.948655256723716
383,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Carina Double Wide Media Storage Towers in Natural & Black,2.948655256723716
385,"Adams Telephone Message Books, 5 1/4” x 11”",Staple-based wall hangings,2.948655256723716
386,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",GBC DocuBind TL300 Electric Binding System,2.948655256723716
387,"Global Geo Office Task Chair, Gray",Carina Double Wide Media Storage Towers in Natural & Black,2.948655256723716
392,"Global Geo Office Task Chair, Gray",Clear Mylar Reinforcing Strips,2.948655256723716
389,Newell 309,GBC DocuBind TL300 Electric Binding System,2.948655256723716
474,Newell 309,Premium Transparent Presentation Covers by GBC,2.9413202933985327
361,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1.3897310513447434
371,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",iOttie HLCRIO102 Car Mount,1.3897310513447434
553,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","GBC Velobind Prepunched Cover Sets, Regency Series",1.3863080684596578
670,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Harbour Creations 67200 Series Stacking Chairs,1.3828850855745722
671,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","Global High-Back Leather Tilter, Burgundy",1.3828850855745722
673,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1.3828850855745722
1048,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Staples,1.3349633251833741
390,DIXON Oriole Pencils,Wilson Jones Legal Size Ring Binders,2.948655256723716
391,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",2.948655256723716
393,Acme Office Executive Series Stainless Steel Trimmers,Avery 485,2.948655256723716
394,Fellowes Staxonsteel Drawer Files,Staple-based wall hangings,2.948655256723716
395,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Staple-based wall hangings,2.948655256723716
748,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Storex Dura Pro Binders,2.904645476772616
399,Bretford Rectangular Conference Table Tops,"Situations Contoured Folding Chairs, 4/Set",2.948655256723716
402,Globe Weis Peel & Seel First Class Envelopes,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2.948655256723716
547,Globe Weis Peel & Seel First Class Envelopes,KI Adjustable-Height Table,2.9339853300733494
403,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Logitech G19 Programmable Gaming Keyboard,2.948655256723716
955,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Staple envelope,2.8019559902200486
404,Xerox 192,X-Rack File for Hanging Folders,1.9706601466992666
406,Kensington 4 Outlet MasterPiece Compact Power Control Center,Global Highback Leather Tilter in Burgundy,1.9706601466992666
783,Kensington 4 Outlet MasterPiece Compact Power Control Center,Ibico Hi-Tech Manual Binding System,1.9511002444987775
407,Xerox 1894,Xerox 225,1.9706601466992666
408,Bush Somerset Collection Bookcase,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",1.9706601466992666
409,Bush Somerset Collection Bookcase,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1.9706601466992666
1010,Bush Somerset Collection Bookcase,Staple envelope,1.8679706601466992
