,Order ID,Order Date,Segment,State,City,Product Name,Category,Sub-Category,Sales
5403,CA-2018-123043,24/08/2018,Corporate,New York,New York City,Acco Translucent Poly Ring Binders,Office Supplies,Binders,3.744
5404,US-2017-143280,22/02/2017,Consumer,California,Los Angeles,AT&T 1070 Corded Phone,Technology,Phones,445.96
5405,US-2017-143280,22/02/2017,Consumer,California,Los Angeles,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,36.24
5406,US-2017-143280,22/02/2017,Consumer,California,Los Angeles,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,10.65
5407,CA-2018-108854,08/12/2018,Corporate,California,San Francisco,Xerox 1992,Office Supplies,Paper,87.92
5408,CA-2018-108854,08/12/2018,Corporate,California,San Francisco,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,22.424
5409,CA-2018-108854,08/12/2018,Corporate,California,San Francisco,Vinyl Sectional Post Binders,Office Supplies,Binders,90.48
5410,CA-2018-108854,08/12/2018,Corporate,California,San Francisco,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,42.76
5411,CA-2018-166856,18/09/2018,Consumer,New Mexico,Clovis,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,10.08
5412,CA-2018-166856,18/09/2018,Consumer,New Mexico,Clovis,Kingston Digital DataTraveler 64GB USB 2.0,Technology,Accessories,101.34
5413,CA-2017-153157,11/09/2017,Consumer,Kansas,Wichita,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,224.75
5414,US-2018-125647,23/09/2018,Consumer,Illinois,Chicago,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,73.176
5415,US-2018-125647,23/09/2018,Consumer,Illinois,Chicago,Xerox 217,Office Supplies,Paper,20.736
5416,US-2018-125647,23/09/2018,Consumer,Illinois,Chicago,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,39.984
5417,CA-2015-132542,06/10/2015,Corporate,Nebraska,Omaha,GBC VeloBinder Strips,Office Supplies,Binders,15.36
5418,CA-2016-110877,23/10/2016,Consumer,Texas,Houston,Xerox 212,Office Supplies,Paper,36.288
5419,CA-2016-110877,23/10/2016,Consumer,Texas,Houston,Jabra SPEAK 410,Technology,Phones,150.384
5420,US-2017-151827,31/03/2017,Consumer,Pennsylvania,Philadelphia,LG Exalt,Technology,Phones,280.782
5421,US-2017-151827,31/03/2017,Consumer,Pennsylvania,Philadelphia,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,31.984
5422,US-2017-163258,29/12/2017,Consumer,California,Los Angeles,Acco Translucent Poly Ring Binders,Office Supplies,Binders,11.232
5423,CA-2018-103009,03/11/2018,Corporate,Kentucky,Richmond,Xerox 1963,Office Supplies,Paper,26.4
5424,US-2018-120649,20/01/2018,Consumer,Connecticut,Waterbury,Newell 326,Office Supplies,Art,3.52
5425,CA-2017-153598,03/12/2017,Consumer,California,Los Angeles,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,1649.95
5426,CA-2017-153598,03/12/2017,Consumer,California,Los Angeles,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,111.9
5427,US-2017-108497,14/06/2017,Home Office,California,Los Angeles,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,599.165
5428,CA-2017-113096,02/09/2017,Home Office,California,San Francisco,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,46.53
5429,CA-2015-136861,05/09/2015,Consumer,Florida,Saint Petersburg,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,31.984
5430,CA-2018-117422,21/10/2018,Home Office,Ohio,Lakewood,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,161.568
5431,CA-2018-117422,21/10/2018,Home Office,Ohio,Lakewood,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,4.064
5432,CA-2018-117422,21/10/2018,Home Office,Ohio,Lakewood,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,6.216
5433,CA-2018-129707,25/04/2018,Consumer,Arizona,Chandler,Newell 318,Office Supplies,Art,8.896
5434,CA-2016-160171,19/10/2016,Home Office,California,Los Angeles,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,1640.7
5435,CA-2016-160171,19/10/2016,Home Office,California,Los Angeles,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,270.0
5436,CA-2015-103317,05/07/2015,Corporate,Florida,Palm Coast,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,19.52
5437,CA-2015-103317,05/07/2015,Corporate,Florida,Palm Coast,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,9.81
5438,CA-2015-103317,05/07/2015,Corporate,Florida,Palm Coast,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,213.216
5439,CA-2017-167115,04/04/2017,Consumer,New York,New York City,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,588.784
5440,US-2018-153633,13/11/2018,Consumer,Florida,Jupiter,DIXON Oriole Pencils,Office Supplies,Art,2.064
5441,CA-2018-155929,09/09/2018,Consumer,Arizona,Glendale,Unpadded Memo Slips,Office Supplies,Paper,6.368
5442,CA-2016-148712,17/04/2016,Consumer,New York,New York City,Enermax Acrylux Wireless Keyboard,Technology,Accessories,99.6
5443,CA-2016-148712,17/04/2016,Consumer,New York,New York City,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,62.296
5444,CA-2016-148712,17/04/2016,Consumer,New York,New York City,Barrel Sharpener,Office Supplies,Art,10.71
5445,CA-2017-128307,25/07/2017,Home Office,Texas,Houston,Quality Park Security Envelopes,Office Supplies,Envelopes,20.936
5446,US-2017-127425,26/08/2017,Corporate,New York,New York City,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,33.0
5447,US-2017-127425,26/08/2017,Corporate,New York,New York City,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,249.95
5448,US-2015-119081,12/09/2015,Home Office,Kansas,Olathe,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,357.93
5449,US-2015-119081,12/09/2015,Home Office,Kansas,Olathe,SanDisk Cruzer 16 GB USB Flash Drive,Technology,Accessories,57.4
5450,US-2015-119081,12/09/2015,Home Office,Kansas,Olathe,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,331.96
5451,US-2015-119081,12/09/2015,Home Office,Kansas,Olathe,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,40.56
5452,CA-2017-140613,22/07/2017,Home Office,Nevada,Sparks,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,86.2
5453,US-2018-108700,19/05/2018,Corporate,Illinois,Rockford,Things To Do Today Spiral Book,Office Supplies,Paper,38.016
5454,CA-2018-160962,28/04/2018,Corporate,Pennsylvania,Philadelphia,Sterilite Officeware Hinged File Box,Office Supplies,Storage,8.384
5455,CA-2018-160962,28/04/2018,Corporate,Pennsylvania,Philadelphia,Newell 341,Office Supplies,Art,6.848
5456,CA-2018-130631,29/12/2018,Consumer,Washington,Edmonds,Acco Glide Clips,Office Supplies,Fasteners,19.6
5457,CA-2018-130631,29/12/2018,Consumer,Washington,Edmonds,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,68.46
5458,CA-2018-116680,04/09/2018,Consumer,California,San Francisco,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,13.344
5459,CA-2018-116680,04/09/2018,Consumer,California,San Francisco,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,1478.272
5460,US-2015-107405,21/03/2015,Corporate,North Carolina,Asheville,Tennsco Commercial Shelving,Office Supplies,Storage,16.272
5461,CA-2018-101574,28/09/2018,Consumer,California,Los Angeles,Longer-Life Soft White Bulbs,Furniture,Furnishings,9.24
5462,CA-2015-146591,19/01/2015,Consumer,Arizona,Scottsdale,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,32.34
5463,CA-2015-146591,19/01/2015,Consumer,Arizona,Scottsdale,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,56.064
5464,CA-2015-146591,19/01/2015,Consumer,Arizona,Scottsdale,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,108.72
5465,CA-2015-146591,19/01/2015,Consumer,Arizona,Scottsdale,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,181.47
5466,CA-2015-107706,14/02/2015,Consumer,Texas,Houston,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper,16.176
5467,CA-2017-122448,09/06/2017,Consumer,California,San Francisco,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,122.352
5468,CA-2015-132451,26/09/2015,Home Office,California,San Diego,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,585.552
5469,CA-2015-132451,26/09/2015,Home Office,California,San Diego,Xerox 217,Office Supplies,Paper,19.44
5470,CA-2017-158547,30/05/2017,Consumer,Ohio,Hamilton,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,123.92
5471,CA-2018-116946,19/12/2018,Consumer,Colorado,Parker,OIC Stacking Trays,Furniture,Furnishings,13.36
5472,CA-2018-116946,19/12/2018,Consumer,Colorado,Parker,Tennsco Industrial Shelving,Office Supplies,Storage,78.256
5473,CA-2018-116946,19/12/2018,Consumer,Colorado,Parker,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,102.018
5474,CA-2018-121741,26/12/2018,Corporate,Nebraska,Fremont,Tennsco Single-Tier Lockers,Office Supplies,Storage,750.68
5475,CA-2018-169691,15/06/2018,Home Office,Minnesota,Maple Grove,Avery 490,Office Supplies,Labels,44.4
5476,CA-2018-169691,15/06/2018,Home Office,Minnesota,Maple Grove,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,84.55
5477,CA-2018-169691,15/06/2018,Home Office,Minnesota,Maple Grove,Xerox 1992,Office Supplies,Paper,17.94
5478,CA-2017-121356,20/11/2017,Consumer,Delaware,Newark,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,128.4
5479,CA-2015-101770,31/03/2015,Corporate,Florida,Miami,Avery Hole Reinforcements,Office Supplies,Binders,1.869
5480,CA-2018-105487,08/10/2018,Corporate,California,San Diego,Digium D40 VoIP phone,Technology,Phones,103.192
5481,CA-2018-105487,08/10/2018,Corporate,California,San Diego,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories,36.0
5482,CA-2018-105487,08/10/2018,Corporate,California,San Diego,Logitech Illuminated - Keyboard,Technology,Accessories,239.96
5483,CA-2018-105487,08/10/2018,Corporate,California,San Diego,Tennsco Commercial Shelving,Office Supplies,Storage,40.68
5484,CA-2018-148999,30/01/2018,Consumer,Florida,Miami,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs,419.136
5485,CA-2015-107573,12/12/2015,Consumer,Florida,Miami,Staple envelope,Office Supplies,Envelopes,23.472
5486,CA-2016-156608,24/10/2016,Home Office,Texas,San Antonio,Avery Non-Stick Binders,Office Supplies,Binders,3.592
5487,CA-2018-134495,01/04/2018,Corporate,Florida,Jacksonville,Mediabridge Sport Armband iPhone 5s,Technology,Phones,23.976
5488,CA-2018-134495,01/04/2018,Corporate,Florida,Jacksonville,Avery 494,Office Supplies,Labels,6.264
5489,CA-2018-134495,01/04/2018,Corporate,Florida,Jacksonville,Staple holder,Office Supplies,Appliances,20.808
5490,CA-2018-134495,01/04/2018,Corporate,Florida,Jacksonville,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,218.352
5491,CA-2018-164098,26/01/2018,Consumer,Texas,Houston,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,18.16
5492,CA-2015-105249,28/11/2015,Home Office,California,San Francisco,Staple remover,Office Supplies,Supplies,7.36
5493,CA-2015-105249,28/11/2015,Home Office,California,San Francisco,Avery 489,Office Supplies,Labels,41.4
5494,CA-2015-105249,28/11/2015,Home Office,California,San Francisco,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,411.332
5495,CA-2016-113523,04/09/2016,Corporate,Pennsylvania,Philadelphia,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,7.656
5496,CA-2018-117821,12/06/2018,Consumer,Ohio,Marion,Microsoft Sculpt Comfort Mouse,Technology,Accessories,63.92
5497,CA-2018-164378,15/07/2018,Consumer,New York,New York City,Newell 349,Office Supplies,Art,6.56
5498,CA-2018-164378,15/07/2018,Consumer,New York,New York City,Avery 509,Office Supplies,Labels,7.83
5499,CA-2018-164378,15/07/2018,Consumer,New York,New York City,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,41.9
5500,CA-2018-164378,15/07/2018,Consumer,New York,New York City,Hon Mobius Operator's Chair,Furniture,Chairs,664.146
5501,CA-2018-164378,15/07/2018,Consumer,New York,New York City,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,8.96
5502,CA-2018-127782,02/11/2018,Corporate,Pennsylvania,Philadelphia,Eldon Image Series Black Desk Accessories,Furniture,Furnishings,3.312
5503,CA-2018-127782,02/11/2018,Corporate,Pennsylvania,Philadelphia,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,20.136
5504,CA-2018-127782,02/11/2018,Corporate,Pennsylvania,Philadelphia,Colored Envelopes,Office Supplies,Envelopes,8.856
5505,CA-2018-127782,02/11/2018,Corporate,Pennsylvania,Philadelphia,Wilson Electronics DB Pro Signal Booster,Technology,Phones,859.2
5506,US-2017-162026,08/10/2017,Consumer,California,Los Angeles,Xerox 1925,Office Supplies,Paper,61.96
5507,CA-2017-150000,08/04/2017,Consumer,Georgia,Smyrna,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,17.92
5508,CA-2016-168529,08/10/2016,Consumer,California,San Francisco,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,145.9
5509,US-2018-152569,15/05/2018,Consumer,Illinois,Chicago,Xerox 1880,Office Supplies,Paper,56.704
5510,US-2018-152569,15/05/2018,Consumer,Illinois,Chicago,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,11.12
5511,US-2015-137680,24/02/2015,Consumer,Oregon,Medford,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,32.896
5512,US-2015-137680,24/02/2015,Consumer,Oregon,Medford,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,22.776
5513,CA-2016-103177,30/05/2016,Consumer,New York,New York City,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,239.97
5514,CA-2016-103177,30/05/2016,Consumer,New York,New York City,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,160.32
5515,CA-2016-103177,30/05/2016,Consumer,New York,New York City,Plantronics MX500i Earset,Technology,Phones,128.85
5516,US-2017-138408,18/11/2017,Corporate,Alabama,Huntsville,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,1319.96
5517,CA-2018-117667,04/12/2018,Corporate,Pennsylvania,Philadelphia,Global Chrome Stack Chair,Furniture,Chairs,239.96
5518,CA-2018-117667,04/12/2018,Corporate,Pennsylvania,Philadelphia,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,54.768
5519,CA-2018-117667,04/12/2018,Corporate,Pennsylvania,Philadelphia,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,13.392
5520,CA-2018-117667,04/12/2018,Corporate,Pennsylvania,Philadelphia,Xerox 1956,Office Supplies,Paper,23.92
5521,CA-2018-117667,04/12/2018,Corporate,Pennsylvania,Philadelphia,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,255.968
5522,CA-2017-110982,05/06/2017,Consumer,California,Santa Clara,Avery Non-Stick Binders,Office Supplies,Binders,21.552
5523,CA-2017-110982,05/06/2017,Consumer,California,Santa Clara,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,58.24
5524,CA-2017-147123,10/12/2017,Home Office,California,Long Beach,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,80.28
5525,CA-2018-154501,30/04/2018,Corporate,California,Los Angeles,Faber Castell Col-Erase Pencils,Office Supplies,Art,9.78
5526,CA-2018-166933,24/04/2018,Home Office,California,Santa Barbara,Colored Push Pins,Office Supplies,Fasteners,1.81
5527,CA-2016-142055,08/05/2016,Home Office,New York,New York City,Xerox 1912,Office Supplies,Paper,37.94
5528,CA-2016-137106,31/03/2016,Corporate,Florida,Jacksonville,PureGear Roll-On Screen Protector,Technology,Phones,79.96
5529,CA-2018-136609,06/08/2018,Corporate,Texas,Cedar Hill,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,Paper,115.296
5530,CA-2018-160885,02/12/2018,Consumer,Nebraska,Omaha,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,2479.96
5531,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Logitech Trackman Marble Mouse,Technology,Accessories,179.94
5532,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,26.85
5533,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,323.37
5534,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Xerox 191,Office Supplies,Paper,59.94
5535,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Trimflex Flexible Post Binders,Office Supplies,Binders,64.14
5536,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Avery Binder Labels,Office Supplies,Binders,11.67
5537,US-2017-167472,06/06/2017,Consumer,Arkansas,Little Rock,Xerox 230,Office Supplies,Paper,12.96
5538,CA-2016-120551,13/04/2016,Consumer,Nebraska,Norfolk,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,17.43
5539,US-2018-150595,22/05/2018,Consumer,Illinois,Chicago,High-Back Leather Manager's Chair,Furniture,Chairs,181.986
5540,US-2018-150595,22/05/2018,Consumer,Illinois,Chicago,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,1.592
5541,US-2018-150595,22/05/2018,Consumer,Illinois,Chicago,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,22.344
5542,CA-2017-134936,19/12/2017,Corporate,Arizona,Tucson,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,455.97
5543,CA-2017-134936,19/12/2017,Corporate,Arizona,Tucson,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,10.44
5544,CA-2017-134936,19/12/2017,Corporate,Arizona,Tucson,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,5.214
5545,CA-2018-102967,22/09/2018,Home Office,New Hampshire,Concord,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,67.4
5546,CA-2018-151008,07/09/2018,Consumer,Utah,Draper,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,25.16
5547,CA-2018-151008,07/09/2018,Consumer,Utah,Draper,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,126.56
5548,CA-2015-159800,28/11/2015,Consumer,California,San Francisco,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,43.68
5549,CA-2015-159800,28/11/2015,Consumer,California,San Francisco,Micropad Numeric Keypads,Technology,Accessories,139.93
5550,US-2015-159618,12/11/2015,Corporate,Texas,Houston,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,2.672
5551,US-2015-159618,12/11/2015,Corporate,Texas,Houston,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,16.656
5552,US-2015-159618,12/11/2015,Corporate,Texas,Houston,Logitech P710e Mobile Speakerphone,Technology,Accessories,79.512
5553,US-2015-159618,12/11/2015,Corporate,Texas,Houston,Xerox 216,Office Supplies,Paper,36.288
5554,US-2015-159618,12/11/2015,Corporate,Texas,Houston,Bestar Classic Bookcase,Furniture,Bookcases,67.9932
5555,CA-2018-116113,02/10/2018,Corporate,Alabama,Montgomery,"Master Caster Door Stop, Gray",Furniture,Furnishings,10.16
5556,CA-2016-125066,14/12/2016,Corporate,Mississippi,Jackson,Stackable Trays,Furniture,Furnishings,6.16
5557,CA-2016-125066,14/12/2016,Corporate,Mississippi,Jackson,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,56.3
5558,US-2016-114741,06/12/2016,Consumer,Nevada,North Las Vegas,Xerox 20,Office Supplies,Paper,6.48
5559,US-2016-114741,06/12/2016,Consumer,Nevada,North Las Vegas,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,1325.85
5560,US-2016-114741,06/12/2016,Consumer,Nevada,North Las Vegas,Avery 483,Office Supplies,Labels,14.94
5561,CA-2018-133263,31/03/2018,Corporate,Georgia,Atlanta,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,34.54
5562,CA-2018-133263,31/03/2018,Corporate,Georgia,Atlanta,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,2999.95
5563,CA-2018-133263,31/03/2018,Corporate,Georgia,Atlanta,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,64.12
5564,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,Col-Erase Pencils with Erasers,Office Supplies,Art,19.456
5565,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,Machines,209.986
5566,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,29.76
5567,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,SAFCO Folding Chair Trolley,Furniture,Chairs,89.768
5568,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,959.984
5569,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,Xerox 1993,Office Supplies,Paper,15.552
5570,CA-2018-157966,13/03/2018,Home Office,Illinois,Chicago,Plantronics MX500i Earset,Technology,Phones,34.36
5571,CA-2015-151162,05/12/2015,Corporate,Ohio,Columbus,Xerox 1893,Office Supplies,Paper,98.376
5572,CA-2015-151162,05/12/2015,Corporate,Ohio,Columbus,Large Capacity Hanging Post Binders,Office Supplies,Binders,29.94
5573,CA-2015-151162,05/12/2015,Corporate,Ohio,Columbus,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,17.472
5574,CA-2015-151162,05/12/2015,Corporate,Ohio,Columbus,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,Phones,36.738
5575,CA-2015-151162,05/12/2015,Corporate,Ohio,Columbus,Panasonic KX T7736-B Digital phone,Technology,Phones,179.94
5576,CA-2017-136686,12/12/2017,Consumer,California,Pasadena,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,383.64
5577,CA-2017-136686,12/12/2017,Consumer,California,Pasadena,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,56.52
5578,CA-2018-137498,09/09/2018,Consumer,California,Los Angeles,Newell 35,Office Supplies,Art,6.56
5579,CA-2018-137498,09/09/2018,Consumer,California,Los Angeles,Novimex Fabric Task Chair,Furniture,Chairs,243.92
5580,CA-2018-137498,09/09/2018,Consumer,California,Los Angeles,Astroparche Fine Business Paper,Office Supplies,Paper,47.52
5581,CA-2018-163818,04/10/2018,Home Office,Maryland,Clinton,24-Hour Round Wall Clock,Furniture,Furnishings,19.98
5582,CA-2017-161158,09/05/2017,Home Office,New York,New York City,Sanford Pocket Accent Highlighters,Office Supplies,Art,8.0
5583,CA-2015-116673,15/12/2015,Consumer,California,San Diego,Stackable Trays,Furniture,Furnishings,6.16
5584,CA-2018-105333,30/11/2018,Home Office,New York,New York City,"Iris 3-Drawer Stacking Bin, Black",Office Supplies,Storage,83.56
5585,CA-2018-105333,30/11/2018,Home Office,New York,New York City,Panasonic Business Telephones KX-T7736,Technology,Phones,546.06
5586,CA-2018-105333,30/11/2018,Home Office,New York,New York City,Fellowes Officeware Wire Shelving,Office Supplies,Storage,269.49
5587,CA-2016-149993,19/03/2016,Consumer,California,Lancaster,Stockwell Push Pins,Office Supplies,Fasteners,10.9
5588,CA-2015-168158,19/07/2015,Home Office,Montana,Great Falls,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,6.096
5589,CA-2017-115224,08/12/2017,Consumer,California,San Francisco,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,34.05
5590,CA-2017-115224,08/12/2017,Consumer,California,San Francisco,Fellowes High-Stak Drawer Files,Office Supplies,Storage,352.38
5591,CA-2015-164742,13/10/2015,Corporate,New Jersey,Lakewood,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,245.98
5592,CA-2015-164742,13/10/2015,Corporate,New Jersey,Lakewood,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,18.94
5593,US-2018-108014,19/11/2018,Consumer,Ohio,Cleveland,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,59.913
5594,CA-2018-160325,24/09/2018,Corporate,Massachusetts,Lawrence,Panasonic KX-TG9471B,Technology,Phones,391.98
5595,CA-2018-160325,24/09/2018,Corporate,Massachusetts,Lawrence,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,437.85
5596,CA-2016-159779,25/09/2016,Consumer,New Hampshire,Concord,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,68.62
5597,CA-2018-151176,13/02/2018,Consumer,Maryland,Baltimore,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,25.02
5598,CA-2018-151176,13/02/2018,Consumer,Maryland,Baltimore,Barrel Sharpener,Office Supplies,Art,10.71
5599,CA-2015-108903,03/10/2015,Consumer,Ohio,Columbus,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,55.984
5600,CA-2015-108903,03/10/2015,Consumer,Ohio,Columbus,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,14.48
5601,CA-2015-108903,03/10/2015,Consumer,Ohio,Columbus,Logitech G105 Gaming Keyboard,Technology,Accessories,142.488
5602,CA-2017-117919,27/08/2017,Corporate,Texas,Houston,Portfile Personal File Boxes,Office Supplies,Storage,14.16
5603,CA-2017-117919,27/08/2017,Corporate,Texas,Houston,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,79.92
5604,CA-2016-142475,03/12/2016,Corporate,New York,New York City,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders,590.352
5605,CA-2017-134516,20/09/2017,Corporate,North Carolina,Greensboro,Dana Swing-Arm Lamps,Furniture,Furnishings,17.088
5606,CA-2017-134516,20/09/2017,Corporate,North Carolina,Greensboro,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,98.392
